llama,gas,movimiento,label
0,798.532118580666,1,0
0,705.1174586669482,1,0
0,932.626283074851,1,0
0,937.5509315698221,1,0
0,477.5158386688366,1,0
0,1004.7585680451543,1,0
0,848.3374246887835,1,0
0,912.4773765262119,1,0
0,508.12243966773525,1,0
0,732.8178131656,1,0
0,596.4126686076845,1,0
0,934.288619661963,1,0
0,762.3639135027997,1,0
0,933.1970540214473,1,0
0,740.9672413112353,1,0
0,513.401208413401,1,0
0,711.5121858198462,1,0
0,453.99421485599515,1,0
0,884.2906281949041,1,0
0,826.6013221302334,1,0
0,742.2637795202719,1,0
0,571.3803285320762,1,0
0,943.2979979388697,1,0
0,819.8548721740115,1,0
0,818.8481760258169,1,0
0,471.0254189188842,1,0
0,669.977369510279,1,0
0,481.93055405535046,1,0
0,480.32066268099356,1,0
0,758.2886859319151,1,0
0,844.0095664840138,1,0
0,1032.9645205325935,1,0
0,546.6972740771458,1,0
0,576.7470794248488,1,0
0,709.6609347291959,1,0
0,502.6060096640314,1,0
0,510.3271377367567,1,0
0,684.7406161457953,1,0
0,571.2287918350089,1,0
0,750.1344911074742,1,0
0,661.6869187839851,1,0
0,889.0724169165447,1,0
0,759.3645149961429,1,0
0,509.24608743579023,1,0
0,933.6433326008537,1,0
0,865.3109953871822,1,0
0,581.3730133357382,1,0
0,568.1879155119799,1,0
0,865.8982452524504,1,0
0,369.81459789698977,1,0
0,445.11298698989873,1,0
0,358.27303975583993,1,0
0,945.2135698372995,1,0
0,813.0398631011842,1,0
0,861.4650891988624,1,0
0,811.4293726568692,1,0
0,619.3726715594777,1,0
0,763.6354034078718,1,0
0,486.7919154233668,1,0
0,496.15498506479037,1,0
0,791.6582275278604,1,0
0,696.5649100086109,1,0
0,747.0476181339687,1,0
0,897.8876839038616,1,0
0,821.181406097578,1,0
0,651.154040675209,1,0
0,623.1608686802053,1,0
0,632.4573287201426,1,0
0,477.8769554038605,1,0
0,610.9992825637505,1,0
0,435.75903336443605,1,0
0,650.0689272851417,1,0
0,958.5837552784261,1,0
0,630.2434176409201,1,0
0,460.7965236185122,1,0
0,550.2445003839132,1,0
0,531.4997235807671,1,0
0,797.7224734196698,1,0
0,719.2560562105042,1,0
0,819.5855301774073,1,0
0,901.0259067395968,1,0
0,733.0905369676489,1,0
0,945.2146649773922,1,0
0,454.141232054166,1,0
0,456.37821009518024,1,0
0,486.01003694028014,1,0
0,855.5428915680728,1,0
0,739.6096015030213,1,0
0,528.5316245632249,1,0
0,737.6275768772349,1,0
0,523.2325757965116,1,0
0,834.8317954467469,1,0
0,578.5132088587092,1,0
0,632.7937895284174,1,0
0,553.0976555462697,1,0
0,714.1775079893321,1,0
0,701.1783972970754,1,0
0,539.0397186339458,1,0
0,538.7645712870898,1,0
0,989.8992695725025,1,0
0,1012.679670472197,1,0
0,820.426939316541,1,0
0,569.6618407206007,1,0
0,926.8322578855352,1,0
0,887.1001076044188,1,0
0,833.1534099166181,1,0
0,604.48429544455,1,0
0,560.7850815162654,1,0
0,453.8480990992592,1,0
0,1031.439496258537,1,0
0,718.1764403258371,1,0
0,521.9902908317115,1,0
0,596.0133399804456,1,0
0,749.7423602703475,1,0
0,495.9179705237616,1,0
0,859.8472105860109,1,0
0,847.5591240207796,1,0
0,794.3728607379364,1,0
0,596.7400469189049,1,0
0,801.9463951488426,1,0
0,770.0220143443031,1,0
0,700.5725853644881,1,0
0,444.5323608091771,1,0
0,699.269510597362,1,0
0,477.9296912619516,1,0
0,747.6863336909734,1,0
0,599.8623877447441,1,0
0,444.4622469211706,1,0
0,407.85683926562797,1,0
0,769.8169885441451,1,0
0,521.3197828403898,1,0
0,1019.4386266063316,1,0
0,803.6356663373411,1,0
0,601.5104498943437,1,0
0,692.3390009458066,1,0
0,397.7269927672736,1,0
0,985.9970876853935,1,0
0,679.2778998962699,1,0
0,840.746430946289,1,0
0,462.2822407019581,1,0
0,666.7971114323656,1,0
0,663.0208924264439,1,0
0,978.2685147001616,1,0
0,722.937202419185,1,0
0,696.29886008309,1,0
0,573.8455989977424,1,0
0,541.9699483509526,1,0
0,688.3413852896522,1,0
0,735.2357231788511,1,0
0,354.8632722914839,1,0
0,789.9424320680882,1,0
0,844.6042054417345,1,0
0,485.60495072799995,1,0
0,733.9675500250646,1,0
0,459.26490191001005,1,0
0,864.053547270312,1,0
0,435.0985486482581,1,0
0,815.4502745366823,1,0
0,914.2686786623082,1,0
0,804.7994569060086,1,0
0,445.65424198404315,1,0
0,911.9625112211337,1,0
0,493.41109223305205,1,0
0,406.1344334545559,1,0
0,804.2857458191153,1,0
0,714.4227040918394,1,0
0,881.0768846274406,1,0
0,980.2038939418046,1,0
0,592.0621595428604,1,0
0,1059.4241883769012,1,0
0,569.8857704013966,1,0
0,715.5871688413359,1,0
0,571.8527779727034,1,0
0,1120.5688259977549,1,0
0,541.3289692914503,1,0
0,391.5831451378242,1,0
0,709.5081295156156,1,0
0,977.3337115792851,1,0
0,910.5188506078879,1,0
0,894.5948796687751,1,0
0,936.0297739156726,1,0
0,949.9967795443082,1,0
0,712.014277325134,1,0
0,606.3865874287476,1,0
0,884.4557541384004,1,0
0,700.1484112653858,1,0
0,657.5232707547027,1,0
0,407.5790298453941,1,0
0,775.9588100314451,1,0
0,554.5557473607847,1,0
0,966.2869404859903,1,0
0,509.90703677479684,1,0
0,515.2063523302903,1,0
0,831.5588449563984,1,0
0,471.62340253606845,1,0
0,478.3172781479934,1,0
0,757.3003113955391,1,0
0,938.6804387348407,1,0
0,467.4661519475667,1,0
0,622.4083376128683,1,0
0,869.5930213614415,1,0
0,888.4985429709849,1,0
0,602.5151397015538,1,0
0,485.7225368842849,1,0
0,397.3134067356032,1,0
0,532.6226123205814,1,0
0,477.6942078454017,1,0
0,817.8731961432235,1,0
0,520.4819832695337,1,0
0,648.2427139265019,1,0
0,757.958881740692,1,0
0,694.0037726381723,1,0
0,534.3112243544699,1,0
0,944.7220846416799,1,0
0,807.6773058575054,1,0
0,718.3054101413423,1,0
0,393.43500780386915,1,0
0,432.60044605040616,1,0
0,928.6510862291439,1,0
0,618.1274849322281,1,0
0,582.4982712176097,1,0
0,677.5631106697977,1,0
0,850.1855081853198,1,0
0,939.5730889441136,1,0
0,528.7518381554559,1,0
0,978.8288345132394,1,0
0,338.1335913354478,1,0
0,752.6034106620948,1,0
0,785.5127261949644,1,0
0,456.16631775454357,1,0
0,563.6175635958107,1,0
0,620.3582193250464,1,0
0,1082.754055812113,1,0
0,746.3539594792187,1,0
0,895.9631107116154,1,0
0,886.1125284175237,1,0
0,626.6167009172366,1,0
0,833.2702771606374,1,0
0,430.5537353869672,1,0
0,493.2655024919472,1,0
0,866.5487839169289,1,0
0,927.460510247417,1,0
0,597.459833080917,1,0
0,790.2768421875967,1,0
0,790.0801627762926,1,0
0,988.8148078698916,1,0
0,667.8243730045325,1,0
0,631.6476141327851,1,0
0,581.1601632281383,1,0
0,661.4905448804756,1,0
0,762.5861543881476,1,0
0,912.1864869539083,1,0
0,766.4468732559823,1,0
0,540.2177479497959,1,0
0,562.6870336580594,1,0
0,835.9951016498561,1,0
0,893.7269224521879,1,0
0,463.4676819342785,1,0
0,462.3515174717649,1,0
0,814.92557503123,1,0
0,570.0736463957854,1,0
0,910.2795183692632,1,0
0,615.6781486562248,1,0
0,428.77993432340725,1,0
0,948.1884463716891,1,0
0,546.3335068853464,1,0
0,614.1304813236189,1,0
0,502.7485237549877,1,0
0,513.6137361776106,1,0
0,437.22714525155493,1,0
0,493.2525584115221,1,0
0,519.2528404093672,1,0
0,414.2442437977535,1,0
0,771.478352513234,1,0
0,661.8989972870652,1,0
0,655.3225609184693,1,0
0,408.37401691049047,1,0
0,616.5425718430671,1,0
0,947.5913953878144,1,0
0,934.5554429566633,1,0
0,367.96359820067863,1,0
0,473.2939436639675,1,0
0,610.5739720933442,1,0
0,525.4310389206933,1,0
0,854.8856066658129,1,0
0,649.661462763098,1,0
0,449.95428080061976,1,0
0,705.0122030006734,1,0
0,720.8031250402533,1,0
0,410.8859427076895,1,0
0,894.5887596884212,1,0
0,429.396583069558,1,0
0,886.6680388007591,1,0
0,446.6762813808841,1,0
0,869.0353662587797,1,0
0,987.809774215942,1,0
0,989.4730020612184,1,0
0,867.0757407067777,1,0
0,862.3774279316685,1,0
0,796.6460665176369,1,0
0,898.2385227313664,1,0
0,430.74571361441923,1,0
0,669.5614399375188,1,0
0,763.7676828843752,1,0
0,893.926442863298,1,0
0,606.8375147262658,1,0
0,653.2443331293673,1,0
0,806.9064530439005,1,0
0,483.3422276376723,1,0
0,495.3351323455544,1,0
0,723.5055190356661,1,0
0,668.8529437422442,1,0
0,571.1410385053939,1,0
0,550.2936311645394,1,0
0,636.3874776455583,1,0
0,581.3663506740049,1,0
0,603.5389398999251,1,0
0,854.9737877445536,1,0
0,652.0896102764826,1,0
0,1059.0332587592222,1,0
0,1015.549205298202,1,0
0,683.059547898538,1,0
0,614.6527311541304,1,0
0,759.602017487214,1,0
0,915.195190729148,1,0
0,798.0906137316385,1,0
0,923.8227533620557,1,0
0,716.6692333381475,1,0
0,743.2862307418893,1,0
0,552.169715217684,1,0
0,872.6314162728615,1,0
0,521.5924204354287,1,0
0,833.8893761345158,1,0
0,949.935403105646,1,0
0,460.5196292360459,1,0
0,806.4402525066423,1,0
0,475.9995791108805,1,0
0,773.6887226172822,1,0
0,522.8111708534243,1,0
0,936.5266564325299,1,0
0,399.6899908634221,1,0
0,923.0759620661331,1,0
0,829.4782476171418,1,0
0,758.8178686126892,1,0
0,855.8819375004161,1,0
0,860.227305007822,1,0
0,998.6013359645221,1,0
0,569.0237803631475,1,0
0,769.8479307471998,1,0
0,477.52094140507535,1,0
0,800.5061534145847,1,0
0,397.37711536680115,1,0
0,720.7484542702421,1,0
0,634.447805195836,1,0
0,681.3940881286261,1,0
0,713.3474166966564,1,0
0,910.6306477434367,1,0
0,938.928549543296,1,0
0,705.4306817578758,1,0
0,734.7380110437224,1,0
0,982.9997970413481,1,0
0,445.444271234458,1,0
0,470.19250696789885,1,0
0,501.93222299449945,1,0
0,766.8294037248455,1,0
0,691.4489124363528,1,0
0,898.462918119721,1,0
0,754.9992571286144,1,0
0,648.8773614078129,1,0
0,973.9482456854967,1,0
0,862.6155826110244,1,0
0,524.2047916447228,1,0
0,575.554909734454,1,0
0,561.7808592774066,1,0
0,521.6967123395978,1,0
0,440.8887651552451,1,0
0,983.5520904564398,1,0
0,600.6546458753323,1,0
0,619.7884644445035,1,0
0,843.2938129351272,1,0
0,854.0523464046859,1,0
0,892.818209327059,1,0
0,941.781624670142,1,0
0,695.1138591740882,1,0
0,646.3742799892939,1,0
0,997.8963226240035,1,0
0,852.8924825119478,1,0
0,963.0325407842038,1,0
0,543.7896554030978,1,0
0,887.4966503032334,1,0
0,838.8560590036869,1,0
0,440.9346509904164,1,0
0,749.9422076614682,1,0
0,758.0596914487583,1,0
0,430.1327975505377,1,0
0,744.8470749513746,1,0
0,891.3718977267499,1,0
0,567.3711302712585,1,0
0,619.3980009257343,1,0
0,653.9238435631205,1,0
0,501.5167218794185,1,0
0,905.4212379733912,1,0
0,880.1157235643662,1,0
0,532.3037064847362,1,0
0,1138.681337764019,1,0
0,898.1907603311021,1,0
0,642.1100705506954,1,0
0,914.3255718166453,1,0
0,456.2893367855109,1,0
0,1021.0925608708508,1,0
0,802.5066658479201,1,0
0,795.5947956158891,1,0
0,433.8477780491462,1,0
0,868.3145563480326,1,0
0,340.21844179657757,1,0
0,577.1590789887496,1,0
0,471.9781205956953,1,0
0,836.2563194325227,1,0
0,519.3478176638964,1,0
0,986.1295489243125,1,0
0,802.779620747814,1,0
0,388.89487946476936,1,0
0,464.57254825966777,1,0
0,509.9540253577209,1,0
0,788.2829393547793,1,0
0,929.5722620828537,1,0
0,605.2296922171237,1,0
0,966.1502715740695,1,0
0,465.0441229475874,1,0
0,910.4956645387499,1,0
0,982.6602867706933,1,0
0,808.3981557352762,1,0
0,853.9086282301616,1,0
0,834.9974326369022,1,0
0,384.36080697198713,1,0
